vehicleid;stocktype;licenseplate;chassisnumber;registrationdate;makename;modelname;description;segment;segmento_mercato;segment_description;wltp_co2emission;fuel;alimentazione;alimentazione_fuel_code;transmission;external_color;internal_color;optional;prezzo_accessori;location;location_address;estimateddeliverydate;arrivaldate;comments;rating;showcasecode;showcase;catalogcode;catalog;data_listino;prezzo_listino;catalogfrom;datascadenzaopzione;stato_opzione1;stato_opzione2;neopatentati
40816305;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;02/04/2026;OPZIONATO; ;SI
40816306;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;; ; ;SI
40816310;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;03/04/2026;OPZIONATO; ;SI
40816313;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;; ; ;SI
40816337;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;88;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;Business Pack,Vernice metallizzata;942,62;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF YAR1;Active;15/01/2026;19426,23;15/01/2026;31/03/2026;OPZIONATO; ;SI
40816344;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Super White pastello;Tessuto nero;Vernice pastello;0;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;; ; ;SI
40816346;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Icon Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;98;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Super White pastello;Tessuto nero;Vernice pastello;0;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF ICO1;Active;15/01/2026;21721,31;15/01/2026;; ; ;SI
40816354;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;88;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Super White pastello;Tessuto nero;Business Pack,Vernice pastello;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF YAR1;Active;15/01/2026;19426,23;15/01/2026;02/04/2026;OPZIONATO; ;SI
40816355;Stock New;;;;TOYOTA;YARIS;TOYOTA YARIS Hybrid 115 Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;88;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Super White pastello;Tessuto nero;Business Pack,Vernice pastello;655,74;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26ANY15HSF YAR1;Active;15/01/2026;19426,23;15/01/2026;; ; ;SI
40816410;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H Active E-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;Small - Suv/Cross Over - Generic;101;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Super White pastello;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH2LOF ACT4;Ad hoc;06/02/2026;22704,92;06/02/2026;30/03/2026;OPZIONATO;OPZIONATO;SI
40816448;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H Trend E-CVT Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;Small - Suv/Cross Over - Generic;102;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Dark Grey Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH2LOF TRD4;Ad hoc;06/02/2026;24836,07;06/02/2026;30/03/2026;OPZIONATO;OPZIONATO;SI
40816492;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H (130 CV) Trend E-CVT AWD-i Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;107;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Dark Grey Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH413H TRD4;Ad hoc;06/02/2026;27295,08;06/02/2026;30/03/2026;OPZIONATO; ;SI
40816500;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H (130 CV) Trend E-CVT AWD-i Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;107;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Dark Grey Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH413H TRD4;Ad hoc;06/02/2026;27295,08;06/02/2026;02/04/2026;OPZIONATO; ;SI
40816503;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H (130 CV) Trend E-CVT AWD-i Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;107;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Dark Grey Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH413H TRD4;Ad hoc;06/02/2026;27295,08;06/02/2026;03/04/2026;OPZIONATO; ;SI
40816518;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H (130 CV) Trend E-CVT AWD-i Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;107;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Dark Grey Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH413H TRD4;Ad hoc;06/02/2026;27295,08;06/02/2026;; ; ;SI
40816530;Stock New;;;;TOYOTA;YARIS CROSS;TOYOTA YARIS CROSS 1.5H (130 CV) Trend E-CVT AWD-i Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;;107;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met.;Tessuto nero;;;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";11/06/2026;;;;403240;Stock Open;26AYCH413H TRD4;Ad hoc;06/02/2026;27295,08;06/02/2026;01/04/2026;OPZIONATO; ;SI
40816538;Stock New;;;;TOYOTA;C-HR;TOYOTA C-HR Hybrid 140 Active Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;Compact - Suv/Cross Over - Generic;110;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Ash Grey metallizzato;Interni in tessuto sostenibile;Business Pack,Vernice Metallizzata;901,63;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/01/2027;;;;403240;Stock Open;26ACHR18HA ACT6;Active;01/01/2026;28786,89;01/01/2026;; ; ;SI
40816555;Stock New;;;;TOYOTA;C-HR;TOYOTA C-HR Hybrid 140 Active Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;Compact - Suv/Cross Over - Generic;110;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Ash Grey metallizzato;Interni in tessuto sostenibile;Business Pack,Vernice Metallizzata;901,63;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/01/2027;;;;403240;Stock Open;26ACHR18HA ACT6;Active;01/01/2026;28786,89;01/01/2026;; ; ;SI
40816563;Stock New;;;;TOYOTA;C-HR;TOYOTA C-HR Hybrid 140 Active Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;Compact - Suv/Cross Over - Generic;110;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Ash Grey metallizzato;Interni in tessuto sostenibile;Business Pack,Vernice Metallizzata;901,63;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/01/2027;;;;403240;Stock Open;26ACHR18HA ACT6;Active;01/01/2026;28786,89;01/01/2026;; ; ;SI
40816564;Stock New;;;;TOYOTA;C-HR;TOYOTA C-HR Hybrid 140 Active Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;Compact - Suv/Cross Over - Generic;110;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Ash Grey metallizzato;Interni in tessuto sostenibile;Business Pack,Vernice Metallizzata;901,63;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/01/2027;;;;403240;Stock Open;26ACHR18HA ACT6;Active;01/01/2026;28786,89;01/01/2026;; ; ;SI
40816569;Stock New;;;;TOYOTA;C-HR;TOYOTA C-HR Hybrid 140 Active Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;Compact - Suv/Cross Over - Generic;110;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Ash Grey metallizzato;Interni in tessuto sostenibile;Business Pack,Vernice Metallizzata;901,63;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/01/2027;;;;403240;Stock Open;26ACHR18HA ACT6;Active;01/01/2026;28786,89;01/01/2026;; ; ;SI
40816583;Stock New;;;;TOYOTA;C-HR;TOYOTA C-HR Hybrid 140 Active Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;Compact - Suv/Cross Over - Generic;110;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Silver Metallic;Interni in tessuto sostenibile;Business Pack,Vernice Metallizzata;901,63;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";25/01/2027;;;;403240;Stock Open;26ACHR18HA ACT6;Active;01/01/2026;28786,89;01/01/2026;; ; ;SI
40805765;Stock New;;;;BMW;X1;BMW X1 sDrive 18d MSport DCT Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;Compact - Suv/Cross Over - Premium;133;Diesel;Combustione;Diesel;AUT7;Space Silver mettallizzato;Interni in Alcantara/Veganza Black con cuciture blu;Driving Assistant Plus - Active Cruise Control,Premium Package,Vernice metallizzata,Vetri posteriori oscurati;3327,87;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";24/08/2026;;;;403240;Stock Open;26A11EG<>S0337;Active;28/01/2026;39606,56;28/01/2026;03/04/2026;OPZIONATO; ;NO
40805769;Stock New;;;;BMW;X1;BMW X1 sDrive 18d MSport DCT Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;Compact - Suv/Cross Over - Premium;134;Diesel;Combustione;Diesel;AUT7;Space Silver mettallizzato;Interni in Alcantara/Veganza Black con cuciture blu;Driving Assistant Plus - Active Cruise Control,Premium Package,Vernice metallizzata,Vetri posteriori oscurati;3327,87;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;;;;403240;Stock Open;26A11EG<>S0337;Active;28/01/2026;39606,56;28/01/2026;30/03/2026;OPZIONATO; ;NO
40805830;Stock New;;WBA31EG0805634332;;BMW;X1;BMW X1 sDrive 20d DCT Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;Compact - Suv/Cross Over - Premium;133;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Space Silver mettallizzato;Interni in stoffa Arktur Antracite;Driving Assistant Plus - Active Cruise Control,Premium Package,Vernice metallizzata;2991,8;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;20/03/2026;;;403240;Stock Open;26A31EG;Active;28/01/2026;37762,3;28/01/2026;02/04/2026;OPZIONATO; ;NO
40805837;Stock New;;WBA31EG0X05602529;;BMW;X1;BMW X1 sDrive 20d DCT Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;Compact - Suv/Cross Over - Premium;133;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Black Sapphire metallizzato;Interni in stoffa Arktur Antracite;Driving Assistant Plus - Active Cruise Control,Premium Package,Vernice metallizzata;2991,8;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;10/03/2026;;;403240;Stock Open;26A31EG;Active;28/01/2026;37762,3;28/01/2026;; ; ;NO
40805861;Stock New;HD978NS;WBA31EG0005620537;18/03/2026;BMW;X1;BMW X1 sDrive 20d DCT Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;Compact - Suv/Cross Over - Premium;133;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Mineral White metallizzato;Interni in stoffa Arktur Antracite;Driving Assistant Plus - Active Cruise Control,Premium Package,Vernice metallizzata;2991,8;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";01/05/2026;18/03/2026;;;403240;Stock Open;26A31EG;Active;28/01/2026;37762,3;28/01/2026;; ; ;NO
40805862;Stock New;HD275EC;WBA31EG0805601329;16/03/2026;BMW;X1;BMW X1 sDrive 20d DCT Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;Compact - Suv/Cross Over - Premium;133;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Mineral White metallizzato;Interni in stoffa Arktur Antracite;Driving Assistant Plus - Active Cruise Control,Premium Package,Vernice metallizzata;2991,8;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";01/05/2026;16/03/2026;;;403240;Stock Open;26A31EG;Active;28/01/2026;37762,3;28/01/2026;; ; ;NO
40805928;Stock New;;WBA21FZ030FW47868;;BMW;SERIE 3;BMW SERIE 3 320d 48V Touring auto SW 5-door (Euro 6E) ;FWP;D;Middle - Station Wagon - Premium;149;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper grey metallizzato;Stoffa Hevelius antracite/black;Active cruise control con funzione Stop&Go,Supporto lombare elettrico,Vernice metallizzata,Vetri posteriori laterali e lunotto oscurati;2204,92;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;16/03/2026;;;403240;Stock Open;26A21FZ;Active;28/01/2026;45795,08;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40805929;Stock New;;;;BMW;SERIE 3;BMW SERIE 3 320d 48V Touring auto SW 5-door (Euro 6E) ;FWP;D;Middle - Station Wagon - Premium;149;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper grey metallizzato;Stoffa Hevelius antracite/black;Active cruise control con funzione Stop&Go,Supporto lombare elettrico,Vernice metallizzata,Vetri posteriori laterali e lunotto oscurati;2204,92;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/06/2026;;;;403240;Stock Open;26A21FZ;Active;28/01/2026;45795,08;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40805932;Stock New;;;;BMW;SERIE 3;BMW SERIE 3 320d 48V Touring auto SW 5-door (Euro 6E) ;FWP;D;Middle - Station Wagon - Premium;149;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper grey metallizzato;Stoffa Hevelius antracite/black;Active cruise control con funzione Stop&Go,Supporto lombare elettrico,Vernice metallizzata,Vetri posteriori laterali e lunotto oscurati;2204,92;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/06/2026;;;;403240;Stock Open;26A21FZ;Active;28/01/2026;45795,08;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40805936;Stock New;;;;BMW;SERIE 3;BMW SERIE 3 320d 48V Touring auto SW 5-door (Euro 6E) ;FWP;D;Middle - Station Wagon - Premium;149;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper grey metallizzato;Stoffa Hevelius antracite/black;Active cruise control con funzione Stop&Go,Supporto lombare elettrico,Vernice metallizzata,Vetri posteriori laterali e lunotto oscurati;2204,92;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/06/2026;;;;403240;Stock Open;26A21FZ;Active;28/01/2026;45795,08;28/01/2026;; ; ;NO
40805938;Stock New;;;;BMW;SERIE 3;BMW SERIE 3 320d 48V Touring auto SW 5-door (Euro 6E) ;FWP;D;Middle - Station Wagon - Premium;149;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper grey metallizzato;Stoffa Hevelius antracite/black;Active cruise control con funzione Stop&Go,Supporto lombare elettrico,Vernice metallizzata,Vetri posteriori laterali e lunotto oscurati;2204,92;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/06/2026;;;;403240;Stock Open;26A21FZ;Active;28/01/2026;45795,08;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40805987;Stock New;;;;BMW;X3;BMW X3 xDrive 20d Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;154;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Sophisto Grey Brilliant Effect (metallizzato);Interni in Econeer Vivid Grey bicolour;Vernici Metallizzate,Vetri posteriori laterali e lunotto oscurati;1434,43;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;;;;403240;Stock Open;26A15GR;Active;28/01/2026;54729,51;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806064;Stock New;;;;BMW;X3;BMW X3 xDrive 30e Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;65;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT8;Skyscraper Grey metallic;Interni in Econeer Vivid Grey bicolour;Vernici Metallizzate,Vetri posteriori laterali e lunotto oscurati;1434,43;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;;;;403240;Stock Open;26A65GP;Active;28/01/2026;57680,33;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806068;Stock New;;;;BMW;X3;BMW X3 xDrive 30e Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;65;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT8;Black Sapphire (metallizzato);Interni in Econeer Vivid Grey bicolour;Vernici Metallizzate,Vetri posteriori laterali e lunotto oscurati;1434,43;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/05/2026;;;;403240;Stock Open;26A65GP;Active;28/01/2026;57680,33;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806097;Stock New;;;;BMW;X5;BMW X5 xDrive 30d autom. Sport utility vehicle 5-door (Euro 6E) ;MSP;E-Suv;Higher Middle - Suv/Cross Over - Premium;197;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper Grey metallic metallizzato;Sensafin Black;"Cerchi in lega da 21"" a Y, styling 744,Innovation Package,Vernice metallizzata,Vetri posteriori e lunotto oscurati";6729,51;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";25/06/2026;;;;403240;Stock Open;26A11EV;Active;28/01/2026;70385,25;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806106;Stock New;;;;BMW;X5;BMW X5 xDrive 30d autom. Sport utility vehicle 5-door (Euro 6E) ;MSP;E-Suv;Higher Middle - Suv/Cross Over - Premium;197;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Skyscraper Grey metallic metallizzato;Sensafin Black;"Cerchi in lega da 21"" a Y, styling 744,Innovation Package,Vernice metallizzata,Vetri posteriori e lunotto oscurati";6729,51;BMW ITALIA RETAIL SRL : Milano (MI);"Via Edmondo de Amicis 20
20123 Milano
MI Italy";19/06/2026;;;;403240;Stock Open;26A11EV;Active;28/01/2026;70385,25;28/01/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806188;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;155;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";14/07/2026;;;;403240;Stock Open;26AGUNAUY WK1;Active;04/12/2025;60423,53;04/12/2025;; ; ;NO
40806191;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;155;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";14/07/2026;;;;403240;Stock Open;26AGUNAUY WK1;Active;04/12/2025;60423,53;04/12/2025;; ; ;NO
40806197;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;155;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";14/07/2026;;;;403240;Stock Open;26AGUNAUY WK1;Active;04/12/2025;60423,53;04/12/2025;; ; ;NO
40806206;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;155;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";14/07/2026;;;;403240;Stock Open;26AGUNAUY WK1;Active;04/12/2025;60423,53;04/12/2025;; ; ;NO
40806365;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;158;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Nero Mythos metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";14/07/2026;;;;403240;Stock Open;26AGUNAUY WK4;Active;04/12/2025;63743,2;04/12/2025;30/03/2026;OPZIONATO;OPZIONATO;NO
40806390;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;158;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Nero Mythos metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";14/07/2026;;;;403240;Stock Open;26AGUNAUY WK4;Active;04/12/2025;63743,2;04/12/2025;02/04/2026;OPZIONATO; ;NO
